"child_marriage","child_marriage_u15","age_first_marriage","area","region","marital_status","education_level","health_insurance","ethnicity","wealth_index","contraceptive_decision_maker","current_contraceptive_use","age_first_sexual_intercourse","currently_married","partner_age","awareness_hiv_aids","used_computer_tablet","used_internet","owns_mobile_phone","access_to_media"
1,0,17,2,6,1,2,1,1,2,NA,2,95,1,51,1,2,1,1,1
0,0,24,2,6,2,1,1,1,2,NA,2,95,3,NA,1,2,1,1,1
0,0,23,2,6,1,1,2,1,2,3,1,95,1,42,1,2,2,1,1
0,0,19,2,6,1,2,2,1,1,3,1,95,1,34,1,2,2,1,1
0,0,21,2,6,1,2,2,1,2,3,1,95,1,31,1,2,2,1,1
0,0,26,2,6,1,2,1,1,1,1,1,18,1,30,1,2,1,1,1
0,0,25,2,6,1,3,1,1,2,4,1,95,1,38,1,2,2,1,1
0,0,18,2,6,1,2,1,1,2,NA,2,95,1,49,1,2,1,1,1
NA,NA,NA,2,6,3,5,1,1,2,NA,2,0,3,NA,1,1,NA,1,1
0,0,22,2,6,1,1,1,1,3,NA,2,95,1,47,1,2,1,1,1
0,0,20,2,6,1,1,1,1,2,1,1,95,1,60,1,2,1,1,1
0,0,23,2,6,1,2,1,1,1,3,1,95,1,47,1,2,1,1,1
1,0,16,2,6,1,2,1,1,3,NA,2,95,1,41,1,2,1,1,1
0,0,21,2,6,1,2,1,1,3,3,1,95,1,51,1,2,2,1,1
0,0,22,2,6,1,2,1,1,4,3,1,95,1,53,1,2,1,1,1
0,0,30,2,6,1,2,2,1,5,NA,2,95,1,47,1,2,1,1,1
NA,NA,NA,2,6,3,3,1,1,5,NA,2,0,3,NA,1,1,NA,1,1
0,0,25,2,6,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,20,2,6,2,2,1,1,1,NA,2,95,3,NA,1,2,1,1,1
0,0,20,2,6,2,1,1,1,1,NA,2,95,3,NA,2,2,1,1,1
0,0,19,2,6,2,2,2,1,1,NA,2,95,3,NA,1,1,1,1,1
0,0,23,2,6,1,2,2,1,5,1,1,95,1,48,1,2,1,1,1
NA,NA,NA,2,6,3,3,1,1,5,NA,2,0,3,NA,1,1,NA,1,1
0,0,27,2,6,2,2,1,1,3,NA,2,95,3,NA,1,2,1,1,1
0,0,23,2,6,1,0,1,1,3,NA,2,95,1,33,1,2,1,1,1
0,0,20,2,6,2,1,1,1,3,NA,2,95,3,NA,1,2,1,1,1
0,0,23,2,6,1,5,2,1,4,3,1,95,1,40,1,1,NA,1,1
0,0,21,2,6,1,5,1,1,5,3,1,95,1,36,1,1,NA,1,1
NA,NA,NA,2,6,3,5,1,1,5,NA,2,0,3,NA,1,1,NA,1,1
1,0,17,2,6,1,2,1,1,5,3,1,95,1,47,1,2,2,1,1
0,0,21,2,6,1,3,2,1,4,NA,2,95,1,30,1,2,1,1,1
NA,NA,NA,2,6,3,3,2,1,4,NA,2,0,3,NA,1,2,1,1,1
0,0,25,2,6,1,4,1,1,3,3,1,95,1,33,1,2,1,1,1
1,0,17,2,6,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,23,2,6,1,2,1,1,3,3,1,95,1,49,1,2,2,1,1
NA,NA,NA,2,6,3,3,1,1,3,NA,2,0,3,NA,1,1,1,1,1
NA,NA,NA,2,6,3,5,2,1,3,NA,2,0,3,NA,1,1,NA,1,1
0,0,27,2,6,1,5,1,1,5,3,1,95,1,28,1,1,NA,1,1
0,0,27,2,6,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,27,2,6,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,27,2,6,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,24,2,6,1,2,1,1,5,3,1,95,1,46,1,2,1,1,1
1,0,17,2,6,1,1,1,1,3,3,1,17,1,36,2,2,2,1,1
NA,NA,NA,2,6,3,3,1,1,2,NA,2,0,3,NA,1,1,1,1,1
0,0,19,2,6,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,20,2,6,1,1,2,1,1,NA,2,95,1,65,1,2,2,1,1
0,0,38,2,6,1,1,1,1,3,NA,2,39,1,56,1,2,1,1,1
1,0,17,2,6,2,2,1,1,2,NA,2,95,3,NA,1,2,2,1,1
0,0,24,2,6,1,1,2,1,2,NA,2,95,1,50,1,2,2,2,0
0,0,19,2,6,1,2,1,1,2,1,1,18,1,21,1,1,1,1,1
NA,NA,NA,2,6,3,1,1,1,5,NA,2,0,3,NA,1,2,2,1,1
0,0,24,2,6,1,5,1,1,5,1,1,95,1,29,1,1,NA,1,1
0,0,33,2,6,1,3,1,1,4,1,1,32,1,55,1,1,NA,1,1
0,0,22,2,6,1,4,1,1,5,3,1,22,1,38,1,1,1,1,1
0,0,22,2,6,1,3,1,1,1,3,1,23,1,30,1,1,NA,1,1
NA,NA,NA,2,6,9,0,1,1,4,NA,2,34,3,NA,1,1,NA,1,1
0,0,34,1,6,1,5,1,1,4,NA,2,20,1,47,1,1,1,1,1
0,0,30,1,6,1,2,2,1,4,1,1,25,1,42,1,1,1,1,1
0,0,25,1,6,1,1,1,1,3,3,1,95,1,46,1,2,2,1,1
0,0,24,1,6,1,2,2,1,2,3,1,95,1,47,1,2,1,1,1
0,0,21,1,6,1,3,1,1,3,NA,2,20,1,43,1,1,1,1,1
0,0,20,1,6,2,4,1,1,3,1,1,95,3,NA,1,1,1,1,1
0,0,20,1,6,1,1,1,1,2,3,1,20,2,40,2,2,2,1,1
NA,NA,NA,1,6,3,3,1,1,2,NA,2,0,3,NA,1,1,1,1,1
0,0,22,1,6,1,2,1,1,2,1,1,23,1,49,1,2,2,1,1
NA,NA,NA,1,6,3,3,1,1,5,NA,2,0,3,NA,1,1,1,1,1
1,0,17,1,6,1,1,2,1,3,1,1,19,1,48,2,2,2,1,1
0,0,22,1,6,1,5,1,1,3,1,1,22,1,38,1,1,1,1,1
0,0,25,1,6,1,5,1,1,5,3,1,25,1,44,1,1,NA,1,1
0,0,18,1,6,1,2,2,1,2,2,1,95,1,42,1,2,2,1,1
0,0,22,1,6,1,3,1,1,2,NA,2,95,1,37,1,2,1,1,1
0,0,19,1,6,1,1,1,1,3,1,1,95,1,41,1,2,2,1,1
0,0,21,1,6,1,3,1,1,2,1,1,95,1,50,1,1,2,1,1
0,0,28,1,6,1,5,1,1,3,2,1,95,1,36,1,1,NA,1,1
0,0,18,1,6,1,2,1,1,4,1,1,19,1,45,1,2,2,1,1
0,0,20,1,6,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1,6,3,3,1,1,4,NA,2,0,3,NA,1,2,1,1,1
0,0,20,1,6,1,1,1,1,5,3,1,20,1,41,1,2,2,1,1
0,0,18,1,6,1,1,2,1,3,1,1,21,1,39,2,2,2,2,0
1,0,17,1,6,2,2,1,1,2,1,1,17,3,NA,1,2,1,1,1
0,0,20,1,6,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,26,1,6,1,5,1,1,3,1,1,26,1,28,1,2,1,1,1
0,0,25,1,6,1,5,1,1,5,1,1,26,1,43,1,1,1,1,1
NA,NA,NA,2,6,3,3,1,1,1,NA,2,0,3,NA,1,1,1,1,1
0,0,21,2,6,1,1,1,1,2,3,1,22,1,39,1,2,1,1,1
0,0,27,2,6,1,1,1,1,1,1,1,95,1,71,1,2,2,1,1
0,0,20,2,6,1,3,2,1,4,3,1,21,1,28,1,1,1,1,1
1,0,17,2,6,1,2,1,1,4,1,1,17,1,33,1,2,1,1,1
NA,NA,NA,2,6,3,2,1,1,4,NA,2,0,3,NA,1,2,1,1,1
0,0,20,2,6,1,3,1,1,4,1,1,20,1,31,1,2,1,1,1
0,0,21,2,6,1,1,1,1,2,3,1,95,1,51,1,2,2,1,1
0,0,19,2,6,1,2,2,1,2,NA,2,20,1,46,1,2,2,1,1
NA,NA,NA,2,6,3,3,1,1,2,NA,2,0,3,NA,1,1,1,1,1
0,0,21,2,6,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,24,2,6,1,2,1,1,1,3,1,24,1,46,2,2,2,1,1
0,0,19,2,6,1,2,2,1,5,1,1,18,1,44,2,2,2,1,1
0,0,26,2,6,1,2,1,1,3,1,1,27,1,52,1,2,2,1,1
1,0,17,2,6,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,20,2,6,1,2,1,1,1,1,1,20,1,32,1,2,1,1,1
0,0,19,2,6,1,1,2,1,1,NA,2,20,1,51,1,2,2,2,0
NA,NA,NA,2,6,3,2,1,1,1,NA,2,0,3,NA,2,2,1,1,1
0,0,19,2,6,1,2,1,1,1,3,1,16,1,26,1,1,1,1,1
NA,NA,NA,2,6,3,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,17,2,6,1,2,1,1,2,NA,2,95,1,34,1,2,1,1,1
0,0,20,2,6,1,2,1,1,1,3,1,95,1,48,1,2,2,1,1
NA,NA,NA,2,6,3,3,1,1,1,NA,2,0,3,NA,1,1,1,1,1
NA,NA,NA,2,6,3,2,2,1,1,NA,2,0,3,NA,1,2,1,1,1
0,0,20,2,6,1,2,1,1,1,3,1,95,1,49,1,2,2,1,1
NA,NA,NA,2,6,3,3,1,1,1,NA,2,0,3,NA,1,2,1,1,1
0,0,19,2,6,1,3,1,1,1,1,1,18,1,27,1,1,1,1,1
0,0,23,2,6,1,1,1,1,1,3,1,24,1,41,1,2,2,1,1
NA,NA,NA,2,6,3,3,1,1,1,NA,2,0,3,NA,1,2,1,1,1
0,0,20,2,6,1,1,1,1,1,NA,2,95,1,46,1,2,2,1,1
NA,NA,NA,2,6,3,3,1,1,1,NA,2,0,3,NA,1,1,NA,1,1
0,0,19,2,6,1,2,1,1,2,3,1,19,1,52,1,2,2,1,1
0,0,21,2,6,1,2,1,1,4,1,1,21,1,44,1,2,1,1,1
NA,NA,NA,2,6,3,2,1,1,4,NA,2,0,3,NA,1,1,1,1,1
0,0,29,2,6,1,2,1,1,3,1,1,30,1,31,1,2,1,1,1
NA,NA,NA,2,6,3,5,1,1,3,NA,2,0,3,NA,1,2,1,1,1
0,0,21,2,6,1,2,1,1,2,1,1,21,1,47,1,2,2,1,1
0,0,22,2,6,1,3,1,1,2,NA,2,95,1,29,1,2,1,1,1
0,0,24,2,6,1,5,1,1,5,3,1,95,1,37,1,1,NA,1,1
0,0,22,2,6,1,5,1,1,4,1,1,95,1,42,1,1,NA,1,1
NA,NA,NA,2,6,3,1,1,1,1,NA,2,0,3,NA,2,2,2,1,1
1,0,17,2,6,1,1,1,1,2,2,1,18,1,47,2,2,2,1,1
NA,NA,NA,2,6,3,3,1,1,2,NA,2,0,3,NA,1,2,1,1,1
NA,NA,NA,2,6,3,3,1,1,2,NA,2,0,3,NA,1,1,NA,1,1
0,0,22,2,6,1,5,1,1,3,1,1,22,1,29,1,1,1,1,1
0,0,22,2,6,1,2,1,1,3,NA,NA,23,1,31,1,2,1,1,1
0,0,22,2,6,1,5,1,1,5,3,1,21,1,32,1,1,NA,1,1
NA,NA,NA,2,6,3,3,1,1,1,NA,2,0,3,NA,1,1,NA,1,1
0,0,23,2,6,1,2,1,1,1,NA,NA,23,1,37,1,2,2,1,1
0,0,26,2,6,1,2,1,1,1,3,1,95,1,47,1,2,2,1,1
1,0,16,2,6,1,2,1,1,1,3,1,95,1,46,1,2,2,1,1
0,0,21,2,6,1,1,1,1,3,NA,2,20,1,24,1,2,1,1,1
1,0,16,2,6,1,2,1,1,4,3,1,95,1,48,2,2,2,2,0
0,0,22,2,6,2,3,1,1,4,NA,2,95,3,NA,1,1,1,1,1
0,0,20,2,6,1,2,1,1,4,NA,2,95,1,34,1,2,1,1,1
0,0,30,2,6,1,1,1,1,1,3,1,95,1,44,1,2,2,1,1
0,0,20,2,6,1,1,1,1,2,NA,2,18,2,28,1,2,2,1,1
0,0,25,2,6,1,2,1,1,1,NA,2,95,1,38,1,1,1,1,1
0,0,26,2,6,1,1,1,1,1,3,1,95,1,42,1,2,2,1,1
NA,NA,NA,2,6,3,3,1,1,1,NA,2,0,3,NA,1,1,1,1,1
1,0,16,2,6,1,1,1,1,2,NA,2,95,1,48,1,2,2,1,1
0,0,21,2,6,1,1,1,1,1,3,1,95,1,45,1,2,2,2,0
NA,NA,NA,2,6,3,1,1,1,1,NA,2,0,3,NA,1,2,1,1,1
0,0,27,2,6,2,3,2,1,2,NA,2,27,3,NA,1,2,1,1,1
0,0,21,2,6,1,2,1,1,2,1,1,21,1,51,1,2,2,1,1
0,0,18,2,6,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,2,6,3,3,1,1,1,NA,2,0,3,NA,1,1,1,1,1
0,0,21,2,6,2,3,1,1,2,NA,2,95,3,NA,1,2,1,1,1
0,0,21,2,6,1,2,2,1,4,NA,2,95,1,61,1,1,1,1,1
0,0,36,2,6,1,3,1,1,1,3,1,95,1,40,1,2,2,1,1
0,0,33,2,6,2,2,1,1,2,NA,2,95,3,NA,1,2,2,1,1
0,0,18,2,6,1,2,1,1,3,3,1,95,1,41,1,2,2,1,1
0,0,18,2,6,1,1,1,1,1,2,1,18,1,32,2,2,2,2,0
0,0,31,2,6,2,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,20,2,6,1,3,2,1,3,1,1,20,1,35,1,1,1,1,1
0,0,21,2,6,1,3,1,1,5,1,1,20,1,34,1,1,1,1,1
0,0,31,2,6,2,2,2,1,1,NA,2,30,3,NA,1,2,2,1,1
0,0,29,2,6,1,2,1,1,2,1,1,25,1,40,2,1,1,1,1
0,0,24,2,6,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,20,2,6,1,2,1,1,4,1,1,20,1,41,1,2,1,1,1
0,0,24,2,6,1,3,1,1,2,3,1,95,1,41,1,2,2,1,1
0,0,29,2,6,1,3,1,1,2,3,1,20,1,34,1,1,1,1,1
1,0,17,2,6,1,1,1,1,4,3,1,17,1,42,1,2,1,1,1
NA,NA,NA,2,6,3,3,1,1,4,NA,2,0,3,NA,1,1,1,1,1
0,0,29,2,6,1,1,1,1,1,1,1,20,1,44,1,2,2,1,1
1,0,16,2,6,1,1,1,1,1,1,1,16,1,48,1,2,2,1,1
0,0,18,2,6,2,3,1,1,1,NA,2,18,3,NA,1,2,1,1,1
0,0,28,2,6,1,4,1,1,2,1,1,28,1,34,1,2,1,1,1
0,0,22,2,6,1,1,1,1,4,NA,2,22,1,35,2,2,2,1,1
0,0,23,2,6,1,1,2,1,3,2,1,24,1,38,1,2,2,1,1
0,0,18,2,6,1,1,2,1,1,3,1,18,1,32,1,2,2,1,1
0,0,18,2,6,1,2,2,1,1,NA,2,95,1,35,1,2,1,1,1
0,0,18,2,6,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,2,6,3,3,1,1,1,NA,2,0,3,NA,1,1,NA,1,1
1,0,17,2,6,1,1,1,1,4,3,1,95,1,44,1,2,2,1,1
NA,NA,NA,2,6,3,3,1,1,4,NA,2,0,3,NA,1,2,1,1,1
0,0,20,2,6,1,1,2,1,2,3,1,20,1,36,1,2,2,1,1
1,0,17,2,6,1,1,1,1,4,1,1,95,1,35,1,2,1,1,1
0,0,19,2,6,1,1,2,1,1,1,1,19,1,42,2,2,2,1,1
0,0,18,2,6,1,2,2,1,1,1,1,18,1,23,2,2,2,1,1
0,0,24,2,6,1,2,2,1,4,1,1,24,1,48,1,2,2,1,1
0,0,18,2,6,1,2,2,1,1,1,1,18,1,45,1,2,2,1,1
NA,NA,NA,2,6,3,3,2,1,1,NA,2,0,3,NA,1,2,1,1,1
0,0,19,2,6,1,1,1,1,1,1,1,19,1,40,2,2,2,1,1
NA,NA,NA,2,6,3,2,1,1,1,NA,2,0,3,NA,1,2,1,1,1
0,0,28,2,6,1,4,1,1,4,NA,2,29,1,38,1,1,NA,1,1
0,0,18,2,6,1,1,1,1,2,3,1,95,1,44,1,2,2,1,1
1,0,16,2,6,1,3,1,1,2,3,1,95,1,41,1,2,1,1,1
0,0,18,2,6,1,2,1,1,2,3,1,95,1,38,1,2,1,1,1
0,0,20,2,6,1,1,1,1,3,NA,2,95,1,45,1,2,2,1,1
0,0,21,2,6,1,2,1,1,3,3,1,95,1,25,1,2,1,1,1
1,0,15,2,6,1,1,1,1,1,3,1,95,1,42,1,2,2,1,1
0,0,21,2,6,1,1,1,1,1,NA,2,95,1,61,1,2,2,1,1
0,0,21,2,6,1,1,2,1,1,1,1,20,1,43,1,2,2,1,1
0,0,19,2,6,1,2,1,1,1,1,1,19,1,26,1,2,1,1,1
0,0,18,2,6,1,2,1,1,2,NA,2,17,1,25,2,2,2,1,1
0,0,20,2,6,1,2,1,1,3,1,1,20,1,37,2,2,2,1,1
0,0,29,2,6,1,2,1,1,1,1,1,20,1,44,2,2,2,2,0
0,0,25,1,6,1,5,1,1,2,NA,2,25,1,30,1,2,1,1,1
NA,NA,NA,1,6,3,5,1,1,2,NA,2,0,3,NA,1,1,NA,1,1
0,0,26,1,6,1,5,1,1,4,3,1,95,1,39,1,1,NA,1,1
NA,NA,NA,1,6,3,5,1,1,2,NA,2,0,3,NA,1,1,NA,1,1
NA,NA,NA,1,6,3,4,1,1,3,NA,2,0,3,NA,1,1,NA,1,1
1,0,15,1,6,2,3,1,3,2,NA,2,17,3,NA,1,2,1,1,1
0,0,21,1,6,1,5,1,1,5,1,1,21,1,46,1,2,1,1,1
0,0,20,1,6,1,2,1,1,3,3,1,95,1,59,1,2,2,1,1
NA,NA,NA,1,6,3,4,1,1,2,NA,2,19,3,NA,1,2,1,1,1
NA,NA,NA,1,6,3,5,1,1,3,NA,2,0,3,NA,1,1,NA,1,1
0,0,27,1,6,2,5,1,1,3,NA,2,26,3,NA,1,1,NA,1,1
NA,NA,NA,1,6,3,5,1,1,2,NA,2,0,3,NA,1,1,NA,1,1
NA,NA,NA,1,6,3,5,1,1,2,NA,2,0,3,NA,1,1,NA,1,1
NA,NA,NA,1,6,3,5,1,1,2,NA,2,0,3,NA,1,1,1,1,1
NA,NA,NA,1,6,3,3,1,1,2,NA,2,23,3,NA,1,1,NA,1,1
NA,NA,NA,1,6,3,5,1,1,3,NA,2,21,3,NA,1,1,NA,1,1
NA,NA,NA,1,6,3,5,1,1,2,NA,2,0,3,NA,1,1,NA,1,1
0,0,28,1,6,1,1,2,1,2,3,1,18,1,36,1,2,2,1,1
0,0,18,1,6,1,1,2,3,1,NA,2,19,1,35,1,2,2,2,0
0,0,34,1,6,1,1,1,3,4,NA,2,35,1,40,1,2,1,2,1
0,0,22,1,6,1,3,2,3,1,3,1,95,1,49,1,2,2,1,1
1,0,16,1,6,1,1,1,3,3,3,1,16,1,47,1,2,1,1,1
1,0,16,1,6,1,2,1,3,3,1,1,16,2,20,1,2,1,1,1
NA,NA,NA,1,6,3,3,1,1,3,NA,2,0,3,NA,1,2,1,1,1
0,0,22,1,6,1,3,2,1,4,3,1,21,1,44,1,2,1,1,1
NA,NA,NA,1,6,3,5,1,3,1,NA,2,0,3,NA,1,1,1,1,1
0,0,22,1,6,1,3,1,1,3,NA,2,21,1,28,1,2,1,1,1
0,0,25,1,6,1,2,1,1,4,1,1,25,1,51,1,2,1,1,1
0,0,19,1,6,1,5,1,3,1,3,1,95,1,50,1,1,NA,1,1
0,0,29,1,6,1,3,1,1,5,NA,2,95,1,38,1,2,1,1,1
0,0,21,1,6,1,2,2,3,1,1,1,95,1,46,1,2,1,1,1
NA,NA,NA,1,6,3,3,1,3,1,NA,2,0,3,NA,1,1,NA,1,1
1,0,16,1,6,1,1,2,3,1,3,1,95,1,50,1,2,2,2,0
0,0,21,1,6,1,1,2,3,1,1,1,95,1,36,1,2,2,1,1
0,0,18,1,6,1,2,2,3,1,1,1,18,1,45,1,2,2,1,1
NA,NA,NA,1,6,3,5,1,3,1,NA,2,0,3,NA,1,2,1,1,1
0,0,23,1,6,1,2,1,3,2,1,1,24,1,37,1,2,2,1,1
0,0,18,1,6,1,1,2,3,1,3,1,17,1,37,1,2,2,1,1
0,0,18,1,6,2,1,2,3,1,NA,2,95,3,NA,1,2,1,1,1
0,0,22,1,6,2,1,1,3,3,3,1,95,3,NA,1,2,1,1,1
0,0,20,1,6,1,3,1,3,3,NA,2,19,1,23,1,1,NA,1,1
0,0,19,1,6,1,2,2,3,1,1,1,18,1,35,1,2,1,1,1
0,0,21,1,6,1,2,2,3,3,3,1,20,1,24,1,2,1,1,1
0,0,27,1,6,1,0,1,3,1,3,1,21,1,36,1,2,2,2,0
NA,NA,NA,1,6,3,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,17,1,6,1,0,1,3,2,3,1,17,1,30,1,2,2,1,1
0,0,29,1,6,1,5,1,3,2,NA,NA,20,1,33,1,1,NA,1,1
NA,NA,NA,1,6,3,3,1,3,2,NA,2,0,3,NA,1,1,1,1,1
NA,NA,NA,1,6,3,3,1,3,2,NA,2,0,3,NA,1,2,1,1,1
0,0,20,1,6,1,0,2,3,1,3,1,21,1,37,2,2,2,1,1
0,0,18,1,6,1,0,2,3,1,3,1,95,1,47,1,2,2,2,0
NA,NA,NA,1,6,3,2,1,3,1,NA,2,0,3,NA,1,2,1,1,1
1,0,17,1,6,1,1,2,3,2,1,1,95,1,51,1,2,2,1,1
0,0,25,1,6,1,3,2,3,2,NA,2,95,1,33,1,2,1,1,1
0,0,19,1,6,1,2,1,3,1,3,1,19,1,34,1,2,1,1,1
NA,NA,NA,2,6,3,3,1,3,3,NA,2,0,3,NA,1,1,1,1,1
NA,NA,NA,2,6,3,3,1,3,4,NA,2,0,3,NA,1,1,1,1,1
0,0,21,2,6,1,2,1,3,2,3,1,19,1,30,1,2,1,1,1
0,0,19,2,6,2,3,1,1,3,NA,2,95,3,NA,1,2,1,1,1
0,0,28,2,6,1,0,1,3,4,NA,2,95,1,44,1,2,2,2,0
NA,NA,NA,2,6,3,3,1,3,4,NA,2,0,3,NA,1,1,1,1,1
NA,NA,NA,2,6,3,3,1,3,4,NA,2,0,3,NA,1,1,1,2,1
NA,NA,NA,2,6,3,5,1,3,2,NA,2,0,3,NA,1,1,1,1,1
0,0,40,2,6,1,3,1,3,2,NA,2,95,1,34,1,2,1,1,1
0,0,24,2,6,1,5,1,1,3,3,1,22,1,29,1,1,1,1,1
0,0,21,2,6,1,2,1,1,3,3,1,95,1,40,1,2,2,2,0
NA,NA,NA,2,6,3,3,1,1,3,NA,2,0,3,NA,1,1,1,1,1
1,0,17,2,6,1,2,1,1,3,3,1,95,1,54,1,2,1,1,1
0,0,23,2,6,1,3,1,1,4,NA,2,20,1,50,1,1,1,1,1
0,0,27,2,6,1,1,1,3,3,NA,2,95,1,40,1,2,2,1,1
0,0,18,2,6,1,1,2,1,2,3,1,95,1,51,1,2,1,1,1
0,0,18,2,6,1,2,1,1,2,3,1,18,1,46,1,2,2,1,1
0,0,20,2,6,2,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,20,2,6,2,1,2,1,1,NA,2,18,3,NA,1,2,1,1,1
0,0,22,2,6,1,3,1,1,1,3,1,20,1,29,1,2,2,1,1
0,0,18,2,6,1,1,1,1,2,3,1,17,1,36,1,2,2,1,1
0,0,19,2,6,1,2,1,1,1,3,1,95,1,40,1,2,2,1,1
NA,NA,NA,2,6,3,3,1,1,1,NA,2,0,3,NA,1,1,1,1,1
NA,NA,NA,2,6,3,3,1,1,1,NA,2,0,3,NA,1,1,1,1,1
0,0,25,2,6,1,5,1,1,3,3,1,24,1,31,1,1,1,1,1
0,0,21,2,6,1,4,1,1,1,3,1,20,1,37,1,1,1,1,1
0,0,19,2,6,1,2,1,1,2,3,1,19,1,42,1,2,1,1,1
0,0,19,2,6,1,2,1,1,3,NA,2,95,1,38,1,2,1,1,1
0,0,18,2,6,1,3,1,1,3,3,1,95,1,29,1,2,1,1,1
NA,NA,NA,2,6,3,3,1,1,3,NA,2,0,3,NA,1,2,1,1,1
1,0,17,2,6,1,1,2,1,2,3,1,95,1,46,1,2,2,1,1
1,0,16,2,6,1,2,1,1,2,3,1,95,1,22,1,2,1,1,1
0,0,23,2,6,1,3,1,1,3,3,1,20,1,34,1,1,1,1,1
1,0,17,2,6,1,1,1,3,1,3,1,95,1,34,1,2,2,2,0
0,0,25,2,6,1,1,1,3,2,NA,NA,23,1,34,1,2,1,1,1
0,0,24,2,6,1,1,1,3,2,3,1,95,1,54,1,2,2,2,0
0,0,20,2,6,1,2,1,3,1,3,1,18,1,29,1,2,2,2,0
0,0,24,2,6,1,0,1,3,1,3,1,95,1,51,1,2,2,2,0
0,0,22,2,6,1,2,1,1,3,NA,2,22,1,54,1,2,2,1,1
1,0,17,2,6,1,3,1,1,3,3,1,16,1,26,1,1,1,1,1
0,0,22,2,6,1,2,2,3,2,3,1,22,1,51,1,2,1,1,1
1,0,17,2,6,1,2,1,3,2,3,1,95,1,49,1,2,2,1,1
0,0,26,2,6,1,0,1,3,2,3,1,95,1,51,1,2,2,2,0
0,0,29,2,6,1,3,1,3,3,3,1,26,1,41,1,1,NA,1,1
0,0,22,2,6,2,2,1,1,2,NA,2,95,3,NA,1,2,1,1,1
NA,NA,NA,2,6,3,3,1,1,2,NA,2,0,3,NA,1,1,1,1,1
0,0,33,2,6,1,1,1,3,2,3,1,33,1,37,2,2,2,1,1
0,0,19,2,6,1,2,2,1,2,3,1,95,1,50,1,2,2,1,1
NA,NA,NA,2,6,3,3,2,1,2,NA,2,0,3,NA,1,1,NA,1,1
0,0,27,2,6,1,3,1,3,4,3,1,95,1,44,1,2,1,1,1
0,0,23,2,6,2,0,1,3,3,NA,2,95,3,NA,1,2,2,1,1
1,0,16,2,6,1,1,1,3,1,3,1,15,1,49,1,2,2,1,1
0,0,23,2,6,2,1,2,1,5,NA,2,95,3,NA,1,2,1,1,1
0,0,25,2,6,1,5,1,1,2,3,1,21,1,43,1,1,NA,1,1
0,0,22,2,6,1,4,1,3,3,3,1,95,1,33,1,1,NA,1,1
0,0,26,2,6,1,2,1,3,3,3,1,25,1,36,1,2,1,1,1
0,0,19,2,6,1,2,1,1,1,2,1,19,1,33,1,2,1,1,1
NA,NA,NA,2,6,3,2,1,1,1,NA,2,0,3,NA,1,1,1,1,1
0,0,26,2,6,1,1,1,1,1,3,1,25,1,39,1,2,2,1,1
0,0,19,2,6,1,2,1,3,3,3,1,19,1,51,1,2,1,1,1
0,0,20,2,6,2,1,1,3,1,NA,2,95,3,NA,1,2,2,1,1
NA,NA,NA,2,6,3,3,1,3,1,NA,2,0,3,NA,1,1,NA,2,1
0,0,20,2,6,1,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,29,2,6,1,1,1,3,1,3,1,23,1,45,1,2,2,1,1
1,0,17,2,6,1,2,2,3,1,3,1,95,1,38,1,2,2,1,1
0,0,24,2,6,1,2,1,3,2,3,1,95,1,35,1,2,1,1,1
0,0,20,2,6,1,2,1,3,3,3,1,95,1,40,1,2,1,1,1
0,0,21,2,6,1,2,1,3,3,3,1,95,1,35,1,2,1,1,1
1,0,16,2,6,1,3,1,3,1,3,1,16,1,32,1,2,2,1,1
1,1,13,2,6,1,1,2,1,1,3,1,95,1,39,1,2,2,1,1
0,0,23,2,6,1,1,1,3,1,3,1,23,1,45,1,2,2,2,0
NA,NA,NA,2,6,3,3,1,3,1,NA,2,0,3,NA,1,1,1,1,1
